1996	az.us	ac.uk	4
1996	az.us	co.uk	2
1996	fed.us	co.uk	2
1996	hi.us	co.uk	1
1996	kisarazu.chiba.jp	co.uk	1
1996	md.us	ac.uk	1
1996	md.us	co.uk	12
1996	ois.uk	ac.uk	1
1996	res.in	ac.uk	2
1996	res.in	co.uk	1
1996	tm.fr	co.uk	1
1997	asso.fr	ac.uk	2
1997	asso.fr	co.uk	1
1997	bialystok.pl	co.uk	1
1997	com.pk	ac.uk	1
1997	com.pk	co.uk	3
1997	csiro.au	ac.uk	89
1997	csiro.au	co.uk	69
1997	edu.co	org.uk	1
1997	edu.co	ac.uk	21
1997	edu.co	co.uk	52
1997	edu.ec	ac.uk	3
1997	edu.ec	co.uk	5
1997	edu.pl	org.uk	1
1997	edu.pl	ac.uk	179
1997	edu.pl	co.uk	223
1997	es	org.uk	13
1997	es	ac.uk	489
1997	es	co.uk	1206
1997	es	null	1
1997	gopher.ar	co.uk	2
1997	ky.us	org.uk	1
1997	ky.us	ac.uk	10
1997	ky.us	co.uk	47
1997	ltd.uk	org.uk	1
1997	ltd.uk	ltd.uk	424
1997	ltd.uk	ac.uk	5
1997	ltd.uk	co.uk	130
1997	mu	co.uk	7
1997	okayama.okayama.jp	co.uk	4
1997	org.my	org.uk	1
1997	org.my	co.uk	7
1997	priv.at	co.uk	1
1997	so.uk	co.uk	1
1998	co.sz	co.uk	1
1998	com.bh	co.uk	2
1998	gov.fk	co.uk	1
1998	gp	co.uk	1
1998	kawashima.gifu.jp	org.uk	1
1998	kawashima.gifu.jp	co.uk	3
1998	lk	ac.uk	13
1998	lk	co.uk	13
1998	mbs-org.uk	co.uk	1
1998	org.il	org.uk	4
1998	org.il	ac.uk	5
1998	org.il	co.uk	59
1998	qld.gov.au	org.uk	1
1998	qld.gov.au	ac.uk	9
1998	qld.gov.au	co.uk	28
1998	tm	co.uk	13
1998	tn.it	org.uk	1
1998	va	ac.uk	19
1998	va	co.uk	27
1999	ac.cy	org.uk	1
1999	ac.cy	ac.uk	24
1999	ac.cy	co.uk	30
1999	as.uk	ac.uk	2
1999	as.uk	co.uk	2
1999	edu.ac	ac.uk	1
1999	fg.it	co.uk	1
1999	gov.nz	co.uk	1
1999	gy	co.uk	8
1999	ichinoseki.iwate.jp	co.uk	1
1999	lt	org.uk	5
1999	lt	ac.uk	49
1999	lt	co.uk	435
1999	mi.us	org.uk	3
1999	mi.us	ac.uk	34
1999	mi.us	co.uk	712
1999	mi.us	net.uk	1
1999	mi.us	gov.uk	1
1999	or.kr	org.uk	11
1999	or.kr	ac.uk	16
1999	or.kr	co.uk	219
1999	org.ma	org.uk	1
1999	org.ma	co.uk	1
1999	org.ph	co.uk	85
1999	sld.ar	ac.uk	2
1999	toyama.toyama.jp	co.uk	3
1999	toyota.aichi.jp	co.uk	5
1999	tv	co.uk	23
1999	vic.gov.au	org.uk	4
1999	vic.gov.au	ac.uk	20
1999	vic.gov.au	co.uk	276
1999	yamaguchi.jp	co.uk	9
1999	yamanakako.yamanashi.jp	co.uk	2
2000	brunet.bn	ac.uk	1
2000	brunet.bn	co.uk	2
2000	edu.sg	org.uk	8
2000	edu.sg	ac.uk	32
2000	edu.sg	co.uk	2
2000	edu.sg	net.uk	1
2000	eu	ac.uk	1
2000	fukui.fukui.jp	co.uk	2
2000	gen.nz	org.uk	10
2000	gen.nz	ac.uk	3
2000	gen.nz	co.uk	47
2000	gi	org.uk	6
2000	gi	ac.uk	2
2000	gi	co.uk	13
2000	gi	gov.uk	1
2000	gov.ge	co.uk	2
2000	gv.at	org.uk	4
2000	gv.at	ac.uk	14
2000	gv.at	co.uk	16
2000	ia.us	org.uk	5
2000	ia.us	ac.uk	9
2000	ia.us	co.uk	2
2000	jp	org.uk	1
2000	jp	ac.uk	18
2000	jp	co.uk	6
2000	kharkov.ua	co.uk	3
2000	livorno.it	co.uk	2
2000	mw	co.uk	3
2000	nakhodka.ru	co.uk	1
2000	net.az	ac.uk	1
2000	net.az	co.uk	1
2000	net.cn	ac.uk	1
2000	net.cn	co.uk	4
2000	net.pk	org.uk	6
2000	net.pk	ac.uk	1
2000	net.pk	co.uk	4
2000	oc.uk	co.uk	1
2000	pix.za	org.uk	2
2000	pix.za	ac.uk	20
2000	pix.za	co.uk	6
2000	tf	co.uk	1
2001	ad	org.uk	3
2001	ad	ac.uk	1
2001	ad	co.uk	95
2001	ad	gov.uk	1
2001	bw	ltd.uk	1
2001	bw	ac.uk	5
2001	bw	co.uk	6
2001	bw	gov.uk	3
2001	co.il	org.uk	13
2001	co.il	ltd.uk	1
2001	co.il	ac.uk	84
2001	co.il	sch.uk	1
2001	co.il	co.uk	313
2001	co.il	gov.uk	1
2001	com.co	ac.uk	3
2001	com.co	co.uk	276
2001	com.co	net.uk	4
2001	com.ec	org.uk	1
2001	com.ec	ac.uk	4
2001	com.ec	co.uk	5
2001	com.pl	org.uk	14
2001	com.pl	plc.uk	1
2001	com.pl	ac.uk	27
2001	com.pl	co.uk	208
2001	com.pl	net.uk	1
2001	dk	org.uk	147
2001	dk	plc.uk	2
2001	dk	ltd.uk	5
2001	dk	ac.uk	947
2001	dk	sch.uk	13
2001	dk	co.uk	3039
2001	dk	net.uk	17
2001	dk	gov.uk	26
2001	edu.hk	org.uk	4
2001	edu.hk	ac.uk	93
2001	edu.hk	co.uk	25
2001	gob.cl	org.uk	2
2001	gr	org.uk	34
2001	gr	ltd.uk	1
2001	gr	ac.uk	588
2001	gr	sch.uk	2
2001	gr	co.uk	1059
2001	gr	net.uk	2
2001	gr	gov.uk	8
2001	kiev.ua	org.uk	3
2001	kiev.ua	ac.uk	33
2001	kiev.ua	co.uk	16
2001	modena.it	org.uk	2
2001	modena.it	ac.uk	2
2001	modena.it	sch.uk	1
2001	na	ac.uk	4
2001	na	co.uk	19
2001	ne.us	org.uk	15
2001	ne.us	ac.uk	9
2001	ne.us	co.uk	10
2001	ne.us	gov.uk	1
2001	ord.au	co.uk	1
2001	org.ru	ac.uk	9
2001	org.ru	co.uk	22
2001	to	org.uk	411
2001	to	ltd.uk	2
2001	to	ac.uk	373
2001	to	sch.uk	6
