1996	az.us	ac.uk	3
1996	az.us	co.uk	2
1996	hi.us	co.uk	1
1996	kisarazu.chiba.jp	co.uk	1
1996	md.us	ac.uk	1
1996	md.us	co.uk	9
1996	ois.uk	ac.uk	1
1997	asso.fr	ac.uk	2
1997	com.pk	ac.uk	1
1997	csiro.au	ac.uk	48
1997	csiro.au	co.uk	10
1997	edu.co	ac.uk	13
1997	edu.co	co.uk	3
1997	edu.ec	ac.uk	1
1997	edu.pl	ac.uk	50
1997	edu.pl	co.uk	46
1997	es	org.uk	12
1997	es	ac.uk	203
1997	es	co.uk	144
1997	ky.us	org.uk	1
1997	ky.us	ac.uk	3
1997	ky.us	co.uk	13
1997	ltd.uk	ltd.uk	45
1997	ltd.uk	ac.uk	1
1997	ltd.uk	co.uk	43
1997	okayama.okayama.jp	co.uk	4
1997	org.my	org.uk	1
1998	com.bh	co.uk	1
1998	kawashima.gifu.jp	org.uk	1
1998	kawashima.gifu.jp	co.uk	3
1998	lk	ac.uk	5
1998	lk	co.uk	1
1998	org.il	ac.uk	3
1998	org.il	co.uk	10
1998	qld.gov.au	ac.uk	4
1998	qld.gov.au	co.uk	9
1998	tm	co.uk	1
1998	tn.it	org.uk	1
1998	va	ac.uk	9
1998	va	co.uk	12
1999	ac.cy	org.uk	1
1999	ac.cy	ac.uk	21
1999	ac.cy	co.uk	4
1999	edu.ac	ac.uk	1
1999	fg.it	co.uk	1
1999	gov.nz	co.uk	1
1999	ichinoseki.iwate.jp	co.uk	1
1999	lt	org.uk	1
1999	lt	ac.uk	21
1999	lt	co.uk	22
1999	mi.us	org.uk	3
1999	mi.us	ac.uk	29
1999	mi.us	co.uk	24
1999	mi.us	net.uk	1
1999	or.kr	org.uk	5
1999	or.kr	ac.uk	9
1999	or.kr	co.uk	2
1999	org.ma	org.uk	1
1999	org.ph	co.uk	5
1999	vic.gov.au	ac.uk	12
1999	vic.gov.au	co.uk	9
2000	brunet.bn	ac.uk	1
2000	brunet.bn	co.uk	2
2000	edu.sg	org.uk	5
2000	edu.sg	ac.uk	7
2000	edu.sg	co.uk	3
2000	edu.sg	net.uk	1
2000	eu	ac.uk	1
2000	fukui.fukui.jp	co.uk	2
2000	gen.nz	org.uk	8
2000	gen.nz	ac.uk	2
2000	gen.nz	co.uk	38
2000	gi	org.uk	5
2000	gi	co.uk	9
2000	gi	gov.uk	1
2000	gov.ge	co.uk	2
2000	gv.at	ac.uk	8
2000	gv.at	co.uk	11
2000	ia.us	org.uk	2
2000	ia.us	ac.uk	6
2000	ia.us	co.uk	1
2000	jp	ac.uk	8
2000	jp	co.uk	2
2000	livorno.it	co.uk	2
2000	mw	co.uk	3
2000	nakhodka.ru	co.uk	1
2000	net.az	co.uk	1
2000	net.cn	co.uk	4
2000	net.pk	org.uk	6
2000	net.pk	co.uk	1
2000	oc.uk	co.uk	1
2000	pix.za	ac.uk	18
2000	pix.za	co.uk	2
2001	ad	org.uk	9
2001	ad	ac.uk	1
2001	ad	co.uk	116
2001	ad	gov.uk	1
2001	bw	org.uk	2
2001	bw	ltd.uk	1
2001	bw	ac.uk	1
2001	bw	co.uk	13
2001	bw	gov.uk	3
2001	co.il	org.uk	25
2001	co.il	ltd.uk	1
2001	co.il	ac.uk	97
2001	co.il	sch.uk	1
2001	co.il	co.uk	552
2001	co.il	net.uk	2
2001	co.il	gov.uk	2
2001	com.co	org.uk	4
2001	com.co	ac.uk	12
2001	com.co	co.uk	293
2001	com.co	gov.uk	4
2001	com.co	net.uk	4
2001	com.ec	org.uk	1
2001	com.ec	ac.uk	8
2001	com.ec	co.uk	19
2001	com.pl	org.uk	19
2001	com.pl	plc.uk	9
2001	com.pl	ac.uk	40
2001	com.pl	co.uk	432
2001	com.pl	net.uk	1
2001	dk	org.uk	343
2001	dk	plc.uk	2
2001	dk	ltd.uk	9
2001	dk	ac.uk	1355
2001	dk	nhs.uk	1
2001	dk	sch.uk	19
2001	dk	co.uk	5026
2001	dk	net.uk	28
2001	dk	gov.uk	31
2001	dk	null	1
2001	edu.hk	org.uk	5
2001	edu.hk	ac.uk	162
2001	edu.hk	co.uk	50
2001	edu.hk	net.uk	1
2001	edu.hk	gov.uk	1
2001	edu.hk	null	4
2001	gob.cl	org.uk	2
2001	gob.cl	ac.uk	2
2001	gov.gr	co.uk	6
2001	gr	org.uk	85
2001	gr	ltd.uk	1
2001	gr	ac.uk	1312
2001	gr	sch.uk	8
2001	gr	nhs.uk	1
2001	gr	co.uk	2084
2001	gr	gov.uk	11
2001	gr	net.uk	2
2001	gr	null	18
2001	kiev.ua	org.uk	7
2001	kiev.ua	ac.uk	49
2001	kiev.ua	co.uk	56
2001	modena.it	org.uk	2
2001	modena.it	ac.uk	8
2001	modena.it	sch.uk	1
2001	na	ac.uk	10
2001	na	co.uk	26
2001	ne.us	org.uk	16
2001	ne.us	ac.uk	14
2001	ne.us	sch.uk	1
2001	ne.us	co.uk	15
2001	ne.us	gov.uk	1
2001	omsk.ru	co.uk	3
2001	ord.au	co.uk	1
2001	org.ru	org.uk	2
2001	org.ru	ac.uk	11
2001	org.ru	co.uk	28
2001	org.zw	org.uk	2
2001	to	org.uk	953
2001	to	ltd.uk	5
2001	to	ac.uk	704
2001	to	sch.uk	8
2001	to	co.uk	7497
2001	to	gov.uk	31
2001	to	net.uk	34
2001	to	null	5
2001	venturesportco.uk	co.uk	3
2001	wroclaw.pl	co.uk	4
2002	ac.se	co.uk	12
2002	am	org.uk	21
2002	am	ac.uk	78
2002	am	co.uk	383
2002	am	net.uk	3
2002	am	gov.uk	11
2002	ara.au	co.uk	2
2002	bromate.uk	co.uk	2
2002	ca	org.uk	1892
2002	ca	plc.uk	2
2002	ca	ltd.uk	13
2002	ca	icnet.uk	1
2002	ca	ac.uk	11464
2002	ca	nhs.uk	23
2002	ca	sch.uk	218
2002	ca	co.uk	96611
2002	ca	gov.uk	179
2002	ca	net.uk	79
2002	ca	me.uk	12
2002	catania.it	ac.uk	2
2002	catania.it	co.uk	2
2002	co.nz	org.uk	318
2002	co.nz	ltd.uk	10
2002	co.nz	ac.uk	493
2002	co.nz	sch.uk	24
2002	co.nz	co.uk	8884
2002	co.nz	gov.uk	21
2002	co.nz	net.uk	25
2002	co.nz	me.uk	1
2002	col.uk	org.uk	3
2002	com.bi	ac.uk	5
2002	com.bi	co.uk	25
2002	com.py	ac.uk	5
2002	com.py	co.uk	26
2002	cuneiform.uk	co.uk	6
2002	dave-hope.et	co.uk	1
2002	do.do	co.uk	1
2002	ecn.br	ac.uk	1
2002	firstaid.uk	org.uk	3
2002	fl.us	org.uk	33
2002	fl.us	ac.uk	84
2002	fl.us	sch.uk	3
2002	fl.us	co.uk	214
2002	fl.us	net.uk	1
2002	fl.us	gov.uk	31
2002	geocities.om	co.uk	36
2002	go.jp	org.uk	50
2002	go.jp	ac.uk	493
2002	go.jp	nhs.uk	2
2002	go.jp	sch.uk	2
2002	go.jp	co.uk	618
2002	go.jp	net.uk	1
2002	go.jp	gov.uk	14
2002	gouv.sn	org.uk	1
2002	gouv.sn	co.uk	6
2002	gouv.sn	gov.uk	2
2002	gx.cn	ac.uk	3
2002	io	org.uk	1
2002	io	co.uk	40
2002	lv	org.uk	59
2002	lv	ltd.uk	1
2002	lv	ac.uk	107
2002	lv	co.uk	472
2002	lv	net.uk	6
2002	lv	gov.uk	6
2002	med.sa	co.uk	1
2002	mel.uk	ltd.uk	15
2002	net.id	org.uk	25
2002	net.id	ac.uk	4
2002	net.id	co.uk	96
2002	net.id	net.uk	2
2002	nic.yu	org.uk	1
2002	nic.yu	co.uk	39
2002	open.uk	org.uk	7
2002	org.im	org.uk	7
2002	org.im	ac.uk	11
2002	org.im	co.uk	45
2002	org.im	net.uk	4
2002	org.im	gov.uk	5
2002	police.uk	org.uk	346
2002	police.uk	ac.uk	183
2002	police.uk	nhs.uk	1
2002	police.uk	sch.uk	17
2002	police.uk	co.uk	2776
2002	police.uk	net.uk	8
2002	police.uk	gov.uk	1591
2002	police.uk	police.uk	6482
2002	police.uk	me.uk	2
2002	rmplcco.uk	ac.uk	3
2002	sch.uk	org.uk	1347
2002	sch.uk	ltd.uk	3
2002	sch.uk	ac.uk	345
2002	sch.uk	nhs.uk	1
2002	sch.uk	co.uk	2727
2002	sch.uk	sch.uk	45484
2002	sch.uk	net.uk	23
2002	sch.uk	gov.uk	647
2002	sch.uk	me.uk	1
2002	scottishparliament.uk	co.uk	2
2002	se	org.uk	929
2002	se	bl.uk	1
2002	se	plc.uk	2
2002	se	ltd.uk	8
2002	se	ac.uk	5029
2002	se	nhs.uk	2
2002	se	sch.uk	25
2002	se	co.uk	26812
2002	se	gov.uk	138
2002	se	net.uk	107
2002	se	police.uk	2
2002	se	null	3
2002	sheflac.uk	ac.uk	1
2002	trust.museum	org.uk	5
